path,type,rollover,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,region,scene_layout,weather,day_time,quality,no_frames,duration,height,width,split_in_distribution,split_geo_aware
real_videos/UUZr6xfWXPg_00.mp4,t-bone,0,7.767,116,0.8978026036406788,0.2422795024163131,0.7956651900628637,0.1581249482958602,0.999940017218494,0.3264340565367659,Wisconsin,signalized_intersection,normal,day,Fine,449,29.967,1080,1584,test,test
real_videos/9fKAb-gGLRM_0_00.mp4,t-bone,0,7.7,161,0.4517658284424556,0.2031586339231391,0.3412736315832134,0.1014548280931101,0.5622580253016978,0.304862439753168,World,simple_intersection,normal,day,Fine,248,12.0,720,1280,train,train
real_videos/BpMHNEa79lo_2_00.mp4,sideswipe,0,8.3,207,0.5627772178217988,0.7501443788433204,0.5318380397528604,0.6648548750619031,0.5937163958907372,0.8354338826247377,World,signalized_intersection,snow,day,Fine,304,12.166667,720,1280,train,train
real_videos/lvIwOAjE7Ts_00.mp4,t-bone,0,12.111111,327,0.5448581126679684,0.6925383899841631,0.4644315183789146,0.6137775493321762,0.6252847069570222,0.7712992306361499,Georgia,signalized_intersection,normal,day,Fine,671,29.962963,720,1280,test,test
real_videos/mOwuW8t6-GQ_6_00.mp4,t-bone,1,8.64,173,0.4458169012729319,0.334415584256503,0.3862180568252313,0.2945666672270902,0.5054157457206325,0.3742645012859157,World,signalized_intersection,normal,day,Fine,371,20.64,720,1280,train,train
real_videos/rQy2l6gxB8c_3_00.mp4,rear-end,0,6.339667,167,0.3143701075578872,0.3734906185559667,0.2613230292757114,0.2724110093481032,0.3674171858400631,0.4745702277638303,World,city_street,normal,day,Fine,501,19.352667,720,1280,train,train
real_videos/SCrgYtvPgzY_00.mp4,t-bone,0,17.833,356,0.6916013379318711,0.5710565552275836,0.5672258331108732,0.4120463404399339,0.815976842752869,0.7300667700152333,Seattle,signalized_intersection,normal,day,Fine,598,29.958,720,1280,test,test
real_videos/jBUe4pPfIEg_00.mp4,single,0,14.458,217,0.3591195626474101,0.2395597320519443,0.3461609719321144,0.2246434777147257,0.3720781533627056,0.254475986389163,Virginia,signalized_intersection,normal,day,Fine,449,29.958,720,960,test,test
real_videos/bys_qghQe0w_03.mp4,t-bone,0,6.8,155,0.5900084608348088,0.324477288798993,0.4881352769393838,0.2643493182484364,0.691881644730234,0.3846052593495496,World,simple_intersection,normal,day,Fine,227,10.04,1080,1920,test,train
real_videos/QbTAfMWdSN0_00.mp4,t-bone,0,8.583,128,0.3947563621118055,0.5248460035678482,0.3342176386665831,0.4769110504797785,0.4552950855570278,0.5727809566559178,Virginia,signalized_intersection,normal,day,Fine,429,29.75,720,960,test,test
real_videos/O4eKyRwAKXQ_00.mp4,t-bone,0,6.458,96,0.2450009969573405,0.7245924433325264,0.1392641083140499,0.6417782482819904,0.3507378856006312,0.8074066383830625,Virginia,signalized_intersection,rain,day,Fine,447,29.917,720,960,test,test
real_videos/uJR-x2ahMjo_00.mp4,t-bone,0,8.7,130,0.5805557664250304,0.3576388853577226,0.4825001962364635,0.2873345980133044,0.6786113366135973,0.4279431727021408,Alabama,signalized_intersection,normal,day,Fine,449,29.967,1080,1620,test,test
real_videos/kgifRjE69lo_00.mp4,t-bone,0,7.875,87,0.8579414472236607,0.4426169116606957,0.7714601683177658,0.3972327214689004,0.9444227261295556,0.4880011018524909,Alabama,signalized_intersection,normal,day,Fine,332,29.958,720,1280,test,test
real_videos/oAYCNrUXNow_00.mp4,t-bone,0,6.8068,94,0.5602371849993084,0.5019097904535321,0.4539776557947585,0.3561562785272776,0.6664967142038581,0.6476633023797865,World,signalized_intersection,rain,day,Fine,308,19.953267,720,1280,test,train
real_videos/dEqwcxeYJw4_00.mp4,t-bone,0,13.6136,391,0.549749492897039,0.2623928033575469,0.4897470635629418,0.1750390283764554,0.6097519222311362,0.3497465783386383,World,signalized_intersection,normal,day,Fine,1145,39.973267,1080,1920,test,train
real_videos/FnahNGsmeSQ_00.mp4,head-on,1,7.542,112,0.3580703436427729,0.5222843841134195,0.1767816644825005,0.3761941907691498,0.5393590228030454,0.6683745774576891,Alabama,simple_intersection,normal,day,Fine,403,29.917,720,1056,test,test
real_videos/YYgdkr0Qiw0_00.mp4,t-bone,1,8.1,243,0.3489948216736934,0.5164194593525975,0.3097453538856944,0.4893876290088993,0.3882442894616924,0.5434512896962957,Alabama,signalized_intersection,normal,day,Fine,899,29.967,720,1280,test,test
real_videos/zXKdiWjxhd8_00.mp4,rear-end,0,7.333,109,0.2752248947139537,0.6267062626881637,0.2148528685617347,0.5641424786081368,0.3355969208661728,0.6892700467681905,Alabama,signalized_intersection,normal,day,Fine,449,30.0,1080,1920,test,test
real_videos/GPMefBsSI44_00.mp4,t-bone,0,14.447767,258,0.2330572695873615,0.377226029305288,0.16165044182666,0.3337564866149116,0.304464097348063,0.4206955719956644,World,simple_intersection,snow,day,Fine,266,14.848167,720,1280,test,train
real_videos/7AFnEpBVrr4_00.mp4,t-bone,0,6.267,180,0.4874434283198117,0.656644992536654,0.4637005728707308,0.6210423751149234,0.5111862837688925,0.6922476099583845,Alabama,simple_intersection,normal,day,Fine,887,29.967,720,1280,test,test
real_videos/reXieySb4JI_00.mp4,t-bone,0,6.633,99,0.7833905588212167,0.66746085040068,0.6971729653281271,0.6161897752884822,0.8696081523143063,0.7187319255128779,Alabama,signalized_intersection,normal,day,Fine,450,30.0,1080,1620,test,test
real_videos/1ZQAChv0TEI_00.mp4,t-bone,0,6.0,60,0.5374136800443169,0.7780073724754561,0.429624834644237,0.6681153542386054,0.6452025254443968,0.8878993907123071,Alabama,signalized_intersection,normal,day,Fine,296,29.9,1080,1920,test,test
real_videos/YtKuNIcpvlY_0_00.mp4,t-bone,0,8.294118,125,0.403960094334731,0.7797950009210838,0.3093277996359632,0.6207962097988095,0.4985923890334988,0.938793792043358,World,signalized_intersection,normal,day,Good,674,44.941176,720,1280,train,train
real_videos/dMUTwvfgKFQ_00.mp4,t-bone,0,10.233,306,0.5355633259238892,0.6386683712126311,0.4684797591759573,0.5352618775573735,0.602646892671821,0.7420748648678888,Seattle,signalized_intersection,normal,day,Good,904,30.0,1080,1920,test,test
real_videos/ZsPhpxb8OTM_00.mp4,t-bone,0,13.566666,270,0.2711575839547872,0.6798097078327394,0.2039210704446631,0.6051844830340365,0.3383940974649112,0.7544349326314423,Seattle,signalized_intersection,normal,day,Good,598,29.966666,720,1280,test,test
real_videos/RoaPLskRqF8_00.mp4,t-bone,0,6.0,89,0.445346871795377,0.5972192331306323,0.356480335476709,0.5119898928774204,0.5342134081140449,0.6824485733838443,Seattle,signalized_intersection,rain,day,Good,450,30.0,1080,1920,test,test
real_videos/video60_00.mp4,head-on,0,6.3,165,0.4373646480193634,0.3515611710901721,0.3404897155089915,0.2411645306812996,0.5342395805297353,0.4619578114990446,World,simple_intersection,normal,day,Good,575,22.666667,1080,1920,train,train
real_videos/pwc7SEk8BA4_00.mp4,t-bone,0,10.333,84,0.3604966475574043,0.8094525479232642,0.2750892275129141,0.718505567303922,0.4459040676018944,0.9003995285426064,Arkansas,simple_intersection,normal,day,Good,242,29.958,720,1280,test,test
real_videos/dyMWcSQGi0g_00.mp4,t-bone,0,7.267,175,0.5259101773907593,0.8651141832276861,0.3839314405014486,0.7306321592251928,0.6678889142800699,0.9995962072301794,Seattle,signalized_intersection,normal,day,Good,618,29.933,720,1280,test,test
real_videos/y396l4X6WOk_00.mp4,t-bone,0,6.467,96,0.3503125930060188,0.5791484099338636,0.2737546668125951,0.4908870261302666,0.4268705191994425,0.6674097937374607,Alabama,signalized_intersection,normal,day,Good,448,29.967,1080,1920,test,test
real_videos/_gv4lL1EPKU_00.mp4,t-bone,0,7.233333,109,0.236715802809122,0.2768116402240261,0.1780855569775582,0.2238955442232365,0.2953460486406859,0.3297277362248156,World,simple_intersection,normal,day,Good,210,15.9,720,1280,test,train
real_videos/BLq2n48HYZc_01.mp4,rear-end,0,19.033334,317,0.4451945581317351,0.4036310683622492,0.3800591920833574,0.3345147611141825,0.5103299241801129,0.4727473756103159,USA,city_street,normal,day,Good,413,29.933334,720,1264,test,test
real_videos/mOwuW8t6-GQ_4_00.mp4,t-bone,1,25.64,507,0.5589270648157876,0.3286994170034455,0.4253805322014632,0.1977823693866766,0.6924735974301119,0.4596164646202144,World,signalized_intersection,normal,day,Good,1076,53.24,720,1280,train,train
real_videos/Y0_pbJCqL6k_00.mp4,rear-end,0,9.0,65,0.7020811920790304,0.213569471448512,0.5903970496951515,0.1579875054515199,0.8137653344629092,0.2691514374455041,Virginia,signalized_intersection,normal,day,Good,217,29.958333,720,960,test,test
real_videos/B3ehIhlZVD8_2_00.mp4,t-bone,0,6.473133,161,0.2129416865248001,0.444544789796075,0.1664975354092457,0.4058319850076461,0.2593858376403545,0.4832575945845039,World,simple_intersection,rain,day,Good,275,11.177833,720,1280,train,train
real_videos/OKlebmp3c0M_00.mp4,t-bone,0,8.067,161,0.2449609443733611,0.2741850259483934,0.1950471813276471,0.2393774906675434,0.2948747074190752,0.3089925612292434,Alabama,signalized_intersection,normal,day,Good,600,30.1,1080,1920,test,test
real_videos/CnsDyfXdf8s_0_00.mp4,t-bone,0,8.541867,138,0.3687059080785886,0.4253716595808387,0.312273123121038,0.3740418308933874,0.4251386930361391,0.47670148826829,World,signalized_intersection,normal,day,Good,263,16.683333,720,1280,train,train
real_videos/ZQU-7hSIJ-s_00.mp4,sideswipe,0,6.583,158,0.7620930039869585,0.7769931379190249,0.6021753413517497,0.5554590027541786,0.9220106666221672,0.9985272730838712,Seattle,signalized_intersection,normal,day,Good,236,9.833,720,1280,test,test
real_videos/h50TQ3i9k5I_2_00.mp4,t-bone,0,6.033333,121,0.727229324403149,0.1713324859595273,0.6841611918079589,0.1398146893714628,0.7702974569983392,0.2028502825475917,World,signalized_intersection,snow,day,Good,238,11.866667,720,1280,train,train
real_videos/ZvegJ-6a3ow_00.mp4,t-bone,0,8.964,250,0.2502387804949099,0.1269937913570878,0.2001785333223523,0.082673047313451,0.3002990276674675,0.1713145354007245,Seattle,signalized_intersection,normal,day,Good,338,12.75,720,1280,test,test
real_videos/dmwcqNAuZcM_1_00.mp4,t-bone,1,25.658967,325,0.6270438810489127,0.3149848190342772,0.5007533849064657,0.1768094903109007,0.7533343771913596,0.4531601477576537,World,signalized_intersection,normal,day,Good,721,52.018633,720,1276,train,train
real_videos/IKBt_1zB87o_00.mp4,t-bone,0,6.5,45,0.6562691090023867,0.2336420697392583,0.6339266436603342,0.2057671599428677,0.6786115743444391,0.2615169795356488,Arkansas,simple_intersection,rain,day,Good,209,29.958,720,1280,test,test
real_videos/95Tx-2p0O_E_00.mp4,rear-end,0,13.292,194,0.6402438618558757,0.5603721166604798,0.5448904582911416,0.4184280765964398,0.7355972654206097,0.7023161567245199,Seattle,signalized_intersection,normal,day,Good,441,29.958,720,1080,test,test
real_videos/TvPX5q1VvE0_0_00.mp4,rear-end,0,6.172833,140,0.8172529827428932,0.5393068131546932,0.6715233344281164,0.3998887874462004,0.9629826310576698,0.6787248388631859,World,simple_intersection,normal,day,Good,240,10.877533,720,1280,train,train
real_videos/V0iWmOFca7w_4_00.mp4,t-bone,1,18.601917,348,0.2598696246533947,0.479606132267325,0.1724026793101496,0.4011730432344157,0.3473365699966398,0.5580392213002344,World,signalized_intersection,normal,day,Good,423,22.564208,720,1280,train,train
real_videos/SZA0u7rLVL4_00.mp4,sideswipe,0,9.8,294,0.3501058302478658,0.376793980593443,0.2807112442522116,0.2800695149870074,0.41950041624352,0.4735184461998785,Seattle,city_street,normal,day,Good,723,24.167,1080,2400,test,test
real_videos/lJvJnAxuX5U_0_00.mp4,t-bone,0,6.76,161,0.6474082523683488,0.5111969613141489,0.4498498654624797,0.3628927058219991,0.8449666392742179,0.6595012168062988,World,signalized_intersection,rain,day,Good,223,9.88,720,1280,train,train
real_videos/69UT4E3LoAc_00.mp4,t-bone,0,8.767,131,0.3813906330187656,0.3854409193383667,0.1839001528385326,0.2413699933679024,0.5788811131989987,0.5295118453088311,Alabama,signalized_intersection,normal,day,Good,449,29.967,1080,1620,test,test
real_videos/OJkIuYwVcHA_00.mp4,sideswipe,0,6.179,171,0.1777860882628784,0.7752483085818207,0.0016336301595491,0.593059373634581,0.3539385463662076,0.9574372435290605,Seattle,signalized_intersection,normal,day,Good,828,29.964,720,1280,test,test
real_videos/kABWTDKgc9U_00.mp4,t-bone,0,6.566,197,0.5033242468107538,0.8366790702574894,0.3930958720813148,0.6733581405149789,0.6135526215401929,1.0,Alabama,signalized_intersection,normal,day,Good,887,29.6,1080,2400,test,test
real_videos/4IUmjPBj5ik_00.mp4,t-bone,1,6.56,101,0.7292458784886933,0.067906517107463,0.6922104262880244,0.0477333181851059,0.7662813306893621,0.0880797160298201,USA,city_street,normal,day,Good,292,19.8,720,1280,test,test
real_videos/6oymx7wBmjw_00.mp4,t-bone,0,8.6086,149,0.6001914795418846,0.2080185670444052,0.5248941064699684,0.1378680920328465,0.6754888526138008,0.2781690420559639,World,signalized_intersection,snow,day,Good,243,14.014,720,1280,test,train
real_videos/P9JZFMr8NeQ_00.mp4,single,0,17.36,862,0.307181549232384,0.5930746870946383,0.2233661368190569,0.505826682937849,0.3909969616457112,0.6803226912514275,World,signalized_intersection,rain,day,Good,993,19.98,1080,1920,test,train
real_videos/ltBaGt6A30I_00.mp4,t-bone,0,9.175833,214,0.4957855501157492,0.3110231477479508,0.3305741213934264,0.1716334433018245,0.660996978838072,0.4504128521940772,World,simple_intersection,normal,day,Good,336,14.180833,720,1280,test,train
real_videos/jNwobbqjKiE_00.mp4,t-bone,0,14.208333,192,0.5994793178372846,0.7914609396747652,0.4689702139020985,0.6944780016956859,0.7299884217724706,0.8884438776538446,Seattle,signalized_intersection,normal,day,Good,422,29.875,720,1280,test,test
real_videos/W1YnYuUFxwg_00.mp4,t-bone,0,7.125,106,0.3999969238024455,0.4456930158012815,0.314408068214462,0.3832311763175152,0.485585779390429,0.5081548552850479,Louisiana,signalized_intersection,normal,day,Good,387,29.958333,720,1056,test,test
real_videos/FJcKTvBI75U_01.mp4,sideswipe,0,10.844167,262,0.4519623501700019,0.5841985987866767,0.3606893131272888,0.4584193564210375,0.5432353872127151,0.7099778411523159,World,signalized_intersection,snow,day,Good,376,15.4154,720,1280,test,train
real_videos/XESYC4RcqGQ_01.mp4,t-bone,0,8.441767,93,0.4407738902231067,0.4712978259612875,0.3339881964871319,0.3897732215578883,0.5475595839590814,0.5528224303646867,World,simple_intersection,snow,day,Good,165,16.4164,720,1280,test,train
real_videos/bys_qghQe0w_02.mp4,t-bone,0,7.68,141,0.4126571035827147,0.1931283234335998,0.3279454090699517,0.1225556337563083,0.4973687980954777,0.2637010131108913,World,simple_intersection,normal,day,Good,200,10.6,1080,1920,test,train
real_videos/F8PPMv46IQk_00.mp4,sideswipe,1,9.367,190,0.5562264089885955,0.0636439935551811,0.4046100196886783,0.0,0.7078427982885127,0.1272879871103623,World,city_street,normal,day,Good,340,16.467,1080,1920,test,train
real_videos/c_fIpDR79Wo_00.mp4,t-bone,0,6.172833,184,0.298931390857007,0.4372506233853806,0.205029932241508,0.3231919731362083,0.392832849472506,0.551309273634553,World,signalized_intersection,snow,day,Good,209,7.007,720,1280,test,train
real_videos/hFaYR4zsGzA_00.mp4,head-on,0,19.08,433,0.587365701157145,0.3631439036708402,0.4824874728577522,0.3094517426161036,0.6922439294565379,0.4168360647255769,World,signalized_intersection,normal,day,Good,679,29.96,720,1280,test,train
real_videos/6rWXOsN-MDM_00.mp4,sideswipe,0,19.64,491,0.4831175760640994,0.5057451503358258,0.3842819462560944,0.4249881260176416,0.5819532058721045,0.58650217465401,World,signalized_intersection,normal,day,Good,750,30.0,1080,1920,test,train
real_videos/VVgQuJDBIfU_00.mp4,single,0,6.539867,144,0.3393934163423904,0.6901218703749918,0.2603020877716768,0.6032870813246577,0.4184847449131041,0.7769566594253261,World,simple_intersection,normal,day,Good,336,14.4144,720,1280,test,train
real_videos/joRCqlk5sSA_00.mp4,t-bone,0,7.791666,117,0.7558723435758052,0.2956664678867351,0.6290631941052349,0.2261497803368987,0.8826814930463754,0.3651831554365715,Georgia,signalized_intersection,normal,day,Good,449,29.958333,720,1280,test,test
real_videos/jx00BpwvIEc_00.mp4,t-bone,0,8.375,149,0.6849405877642452,0.4118008066406088,0.5733350785811046,0.1023889496984254,0.7965460969473857,0.7212126635827922,Seattle,signalized_intersection,normal,day,Good,331,17.5,720,1280,test,test
real_videos/glkdKMzVzkM_00.mp4,single,0,16.051,220,0.0806859479938355,0.3615973267257715,0.0276496899759482,0.3063614393882053,0.1337222060117227,0.4168332140633375,World,city_street,normal,day,Good,412,30.257,1080,1920,test,train
real_videos/fgsiojBKfKY_00.mp4,t-bone,0,6.346154,139,0.513376001478896,0.5760906226631686,0.478238684770361,0.555813234947417,0.5485133181874308,0.5963680103789203,Seattle,signalized_intersection,normal,day,Good,627,29.923077,720,1280,test,test
real_videos/0jk4tWwDKqc_00.mp4,t-bone,1,9.265999999999998,156,0.4768956784490616,0.4985334013985277,0.376626037878666,0.3532453526740611,0.5771653190194573,0.6438214501229943,Minnesota,signalized_intersection,normal,day,Good,521,24.9,1080,2400,test,test
real_videos/8G56ILxFFNM_00.mp4,sideswipe,0,11.379311,262,0.3137258663325553,0.7951206294383636,0.0975815786806345,0.6342258609205307,0.5298701539844761,0.9560153979561964,Seattle,signalized_intersection,normal,day,Good,495,21.172414,720,1280,test,test
real_videos/kkwEN_zBCx8_00.mp4,t-bone,0,6.0,134,0.7804651129572152,0.1199959265929417,0.6920157623987886,0.0348460694474756,0.8689144635156418,0.2051457837384077,World,city_street,normal,day,Good,366,15.9,1080,1920,test,train
real_videos/8ohINS1qks8_00.mp4,single,0,6.758621000000001,178,0.5191847361477546,0.6079685910373849,0.4762080298192406,0.5616248709027012,0.5621614424762688,0.6543123111720686,Seattle,signalized_intersection,normal,day,Good,818,29.965518,720,1280,test,test
real_videos/xBSWuwJElBc_00.mp4,sideswipe,0,11.916667,178,0.7458705537471275,0.3964644631707827,0.7118609525360714,0.3625626314326752,0.7798801549581835,0.4303662949088903,Virginia,signalized_intersection,normal,day,Poor,189,12.666667,720,960,test,test
real_videos/W5YikE19nkc_00.mp4,t-bone,0,6.467,193,0.4561519229143519,0.1137671812879699,0.4117150519632009,0.0905592823925091,0.5005887938655028,0.1369750801834307,Minnesota,signalized_intersection,normal,day,Poor,899,30.1,1080,1620,test,test
real_videos/03HtRCJa8Yk_00.mp4,t-bone,0,6.583,98,0.5095344606650228,0.4769918866952261,0.3166968326451213,0.2508690896965668,0.7023720886849243,0.7031146836938854,Alabama,signalized_intersection,rain,day,Poor,449,30.0,720,1056,test,test
real_videos/SYBMrPb8-3Y_00.mp4,rear-end,0,8.25,82,0.2220479530168637,0.3236591489348033,0.1512916845948552,0.2561236578340118,0.2928042214388723,0.3911946400355949,Virginia,signalized_intersection,normal,day,Poor,298,29.958,720,960,test,test
real_videos/vcN-clDH2A8_00.mp4,rear-end,0,7.733,231,0.5866387697715785,0.3453561408005413,0.559626007700542,0.3190375052768628,0.6136515318426149,0.3716747763242198,Florida,signalized_intersection,normal,day,Poor,898,29.967,720,960,test,test
real_videos/nKC_z-VEBfE_00.mp4,rear-end,0,7.44,185,0.6168381872655522,0.4851438183594433,0.5601130787451032,0.4375126202158939,0.673563295786001,0.5327750165029926,Florida,city_street,normal,day,Poor,705,29.96,720,880,test,test
real_videos/e__4RhcKov4_00.mp4,rear-end,0,9.458,142,0.7231421005301095,0.3094771639168509,0.6427906964740816,0.2627827747678061,0.8034935045861376,0.3561715530658956,Virginia,signalized_intersection,normal,day,Poor,416,29.958,720,1056,test,test
real_videos/fhZ9Mb-Ps3M_00.mp4,rear-end,0,8.2,245,0.2340349114634706,0.3923004925832415,0.2000583906775625,0.3387932514930728,0.2680114322493788,0.4458077336734103,Alabama,signalized_intersection,normal,day,Poor,899,30.0,1080,1920,test,test
real_videos/k88wOc1q7kI_00.mp4,t-bone,0,6.708,101,0.5868617084270176,0.3455750421677294,0.4667014036555871,0.2803498172205477,0.7070220131984482,0.4108002671149111,Virginia,signalized_intersection,normal,day,Poor,357,29.833,720,960,test,test
real_videos/YTOvt3Ac1z4_0_00.mp4,t-bone,0,24.8248,635,0.3980924872201207,0.3750933984356699,0.2525836401269937,0.3063127265333235,0.5436013343132478,0.4438740703380164,World,signalized_intersection,normal,day,Poor,1066,39.205833,720,1280,train,train
real_videos/jD8ybdMZOU8_00.mp4,head-on,0,6.208,93,0.6334303078332943,0.4648656119388601,0.5205555339410846,0.3724298772807843,0.7463050817255041,0.5573013465969359,Virginia,signalized_intersection,normal,day,Poor,449,29.958,720,960,test,test
