path,annotations_path,type,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,map,weather,camera_position,no_frames,duration,height,width,annotations_start_offset
synthetic_videos/videos/head-on/Town06_head-on_sunset_05.mp4,synthetic_videos/annotations/Town06_head-on_sunset_05.json.gz,head-on,12.05,241,0.5153645833333333,0.4092592592592592,0.4682291666666666,0.3685185185185185,0.5625,0.45,Town06,sunset,5,349,17.45,1080,1920,81
synthetic_videos/videos/head-on/Town06_head-on_sunset_15.mp4,synthetic_videos/annotations/Town06_head-on_sunset_15.json.gz,head-on,12.25,245,0.53359375,0.4953703703703703,0.5234375,0.4333333333333333,0.54375,0.5574074074074075,Town06,sunset,15,312,15.6,1080,1920,89
synthetic_videos/videos/head-on/Town06_head-on_clear_30.mp4,synthetic_videos/annotations/Town06_head-on_clear_30.json.gz,head-on,9.7,194,0.5078125,0.5402777777777777,0.5010416666666667,0.5120370370370371,0.5145833333333333,0.5685185185185185,Town06,clear,30,289,14.45,1080,1920,90
synthetic_videos/videos/head-on/Town05_head-on_clear_34.mp4,synthetic_videos/annotations/Town05_head-on_clear_34.json.gz,head-on,7.05,141,0.80546875,0.5824074074074074,0.7322916666666667,0.5342592592592592,0.8786458333333333,0.6305555555555555,Town05,clear,34,370,18.5,1080,1920,38
synthetic_videos/videos/head-on/Town06_head-on_clear_15.mp4,synthetic_videos/annotations/Town06_head-on_clear_15.json.gz,head-on,11.65,233,0.5255208333333333,0.75,0.5067708333333333,0.6564814814814814,0.5442708333333334,0.8435185185185186,Town06,clear,15,312,15.6,1080,1920,121
synthetic_videos/videos/head-on/Town06_head-on_clear_10.mp4,synthetic_videos/annotations/Town06_head-on_clear_10.json.gz,head-on,11.55,231,0.5966145833333333,0.5768518518518518,0.5546875,0.5037037037037037,0.6385416666666667,0.65,Town06,clear,10,388,19.4,1080,1920,91
synthetic_videos/videos/head-on/Town06_head-on_clear_16.mp4,synthetic_videos/annotations/Town06_head-on_clear_16.json.gz,head-on,8.45,169,0.4729166666666666,0.3203703703703703,0.4458333333333333,0.2675925925925926,0.5,0.3731481481481482,Town06,clear,16,237,11.85,1080,1920,150
synthetic_videos/videos/head-on/Town06_head-on_sunset_47.mp4,synthetic_videos/annotations/Town06_head-on_sunset_47.json.gz,head-on,13.9,278,0.5578125,0.6347222222222222,0.5223958333333333,0.6101851851851852,0.5932291666666667,0.6592592592592592,Town06,sunset,47,389,19.45,1080,1920,41
synthetic_videos/videos/head-on/Town06_head-on_sunset_04.mp4,synthetic_videos/annotations/Town06_head-on_sunset_04.json.gz,head-on,10.45,209,0.5682291666666667,0.2564814814814815,0.5234375,0.2277777777777777,0.6130208333333333,0.2851851851851852,Town06,sunset,4,306,15.3,1080,1920,157
synthetic_videos/videos/head-on/Town06_head-on_clear_48.mp4,synthetic_videos/annotations/Town06_head-on_clear_48.json.gz,head-on,7.2,144,0.4825520833333333,0.4143518518518518,0.4479166666666667,0.3953703703703703,0.5171875,0.4333333333333333,Town06,clear,48,259,12.95,1080,1920,140
synthetic_videos/videos/head-on/Town06_head-on_sunset_45.mp4,synthetic_videos/annotations/Town06_head-on_sunset_45.json.gz,head-on,14.1,282,0.4677083333333333,0.5810185185185185,0.4588541666666667,0.5555555555555556,0.4765625,0.6064814814814815,Town06,sunset,45,351,17.55,1080,1920,72
synthetic_videos/videos/head-on/Town05_head-on_clear_13.mp4,synthetic_videos/annotations/Town05_head-on_clear_13.json.gz,head-on,7.1,142,0.32578125,0.2027777777777777,0.2645833333333333,0.1259259259259259,0.3869791666666666,0.2796296296296296,Town05,clear,13,427,21.35,1080,1920,60
synthetic_videos/videos/head-on/Town06_head-on_clear_54.mp4,synthetic_videos/annotations/Town06_head-on_clear_54.json.gz,head-on,13.7,274,0.4330729166666666,0.4814814814814814,0.4,0.4481481481481481,0.4661458333333333,0.5148148148148148,Town06,clear,54,331,16.55,1080,1920,89
synthetic_videos/videos/head-on/Town05_head-on_clear_10.mp4,synthetic_videos/annotations/Town05_head-on_clear_10.json.gz,head-on,9.0,180,0.5440104166666667,0.45,0.5114583333333333,0.387037037037037,0.5765625,0.512962962962963,Town05,clear,10,382,19.1,1080,1920,90
synthetic_videos/videos/head-on/Town06_head-on_sunset_53.mp4,synthetic_videos/annotations/Town06_head-on_sunset_53.json.gz,head-on,16.95,339,0.5643229166666667,0.549537037037037,0.5557291666666667,0.5324074074074074,0.5729166666666666,0.5666666666666667,Town06,sunset,53,375,18.75,1080,1920,105
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_19.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_19.json.gz,rear-end,9.5,190,0.53984375,0.4185185185185185,0.4598958333333333,0.3824074074074074,0.6197916666666666,0.4546296296296296,Town07,sunset,19,327,16.35,1080,1920,42
synthetic_videos/videos/rear-end/Town07_rear-end_clear_10.mp4,synthetic_videos/annotations/Town07_rear-end_clear_10.json.gz,rear-end,8.7,174,0.5544270833333333,0.2305555555555555,0.5041666666666667,0.125,0.6046875,0.3361111111111111,Town07,clear,10,335,16.75,1080,1920,59
synthetic_videos/videos/rear-end/Town05_rear-end_clear_228.mp4,synthetic_videos/annotations/Town05_rear-end_clear_228.json.gz,rear-end,12.9,258,0.5544270833333333,0.537962962962963,0.5015625,0.499074074074074,0.6072916666666667,0.5768518518518518,Town05,clear,228,379,18.95,1080,1920,76
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_24.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_24.json.gz,rear-end,7.3,146,0.5682291666666667,0.4638888888888889,0.5270833333333333,0.3657407407407407,0.609375,0.562037037037037,Town07,sunset,24,263,13.15,1080,1920,83
synthetic_videos/videos/rear-end/Town07_rear-end_clear_40.mp4,synthetic_videos/annotations/Town07_rear-end_clear_40.json.gz,rear-end,6.7,134,0.3231770833333333,0.4555555555555555,0.25,0.4046296296296296,0.3963541666666667,0.5064814814814815,Town07,clear,40,283,14.15,1080,1920,93
synthetic_videos/videos/rear-end/Town07_rear-end_clear_53.mp4,synthetic_videos/annotations/Town07_rear-end_clear_53.json.gz,rear-end,6.35,127,0.6010416666666667,0.575925925925926,0.5807291666666666,0.524074074074074,0.6213541666666667,0.6277777777777778,Town07,clear,53,243,12.15,1080,1920,104
synthetic_videos/videos/rear-end/Town05_rear-end_sunset_217.mp4,synthetic_videos/annotations/Town05_rear-end_sunset_217.json.gz,rear-end,8.5,170,0.4479166666666667,0.425,0.3927083333333333,0.3675925925925926,0.503125,0.4824074074074074,Town05,sunset,217,266,13.3,1080,1920,161
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_52.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_52.json.gz,rear-end,7.25,145,0.4364583333333333,0.2486111111111111,0.4026041666666666,0.187037037037037,0.4703125,0.3101851851851852,Town07,sunset,52,238,11.9,1080,1920,89
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_08.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_08.json.gz,rear-end,8.3,166,0.4208333333333333,0.5319444444444444,0.3885416666666667,0.4351851851851852,0.453125,0.6287037037037037,Town07,sunset,8,274,13.7,1080,1920,64
synthetic_videos/videos/rear-end/Town05_rear-end_clear_232.mp4,synthetic_videos/annotations/Town05_rear-end_clear_232.json.gz,rear-end,13.9,278,0.4901041666666667,0.7222222222222222,0.4505208333333333,0.6305555555555555,0.5296875,0.8138888888888889,Town05,clear,232,327,16.35,1080,1920,50
synthetic_videos/videos/rear-end/Town05_rear-end_clear_237.mp4,synthetic_videos/annotations/Town05_rear-end_clear_237.json.gz,rear-end,11.2,224,0.5447916666666667,0.5805555555555556,0.4916666666666666,0.5518518518518518,0.5979166666666667,0.6092592592592593,Town05,clear,237,351,17.55,1080,1920,100
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_10.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_10.json.gz,rear-end,10.15,203,0.5286458333333334,0.2208333333333333,0.4760416666666666,0.1157407407407407,0.58125,0.3259259259259259,Town07,sunset,10,290,14.5,1080,1920,28
synthetic_videos/videos/rear-end/Town07_rear-end_clear_52.mp4,synthetic_videos/annotations/Town07_rear-end_clear_52.json.gz,rear-end,6.45,129,0.4388020833333333,0.3032407407407407,0.4088541666666667,0.2509259259259259,0.46875,0.3555555555555555,Town07,clear,52,224,11.2,1080,1920,98
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_44.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_44.json.gz,rear-end,7.7,154,0.5091145833333334,0.5694444444444444,0.4682291666666666,0.4935185185185185,0.55,0.6453703703703704,Town07,sunset,44,271,13.55,1080,1920,82
synthetic_videos/videos/rear-end/Town05_rear-end_sunset_212.mp4,synthetic_videos/annotations/Town05_rear-end_sunset_212.json.gz,rear-end,10.2,204,0.51875,0.3069444444444444,0.496875,0.2138888888888888,0.540625,0.4,Town05,sunset,212,280,14.0,1080,1920,114
synthetic_videos/videos/rear-end/Town05_rear-end_sunset_215.mp4,synthetic_videos/annotations/Town05_rear-end_sunset_215.json.gz,rear-end,8.15,163,0.5447916666666667,0.6643518518518519,0.4661458333333333,0.5851851851851851,0.6234375,0.7435185185185185,Town05,sunset,215,218,10.9,1080,1920,177
synthetic_videos/videos/rear-end/Town05_rear-end_sunset_116.mp4,synthetic_videos/annotations/Town05_rear-end_sunset_116.json.gz,rear-end,6.8,136,0.4744791666666667,0.1842592592592592,0.425,0.0962962962962963,0.5239583333333333,0.2722222222222222,Town05,sunset,116,369,18.45,1080,1920,78
synthetic_videos/videos/rear-end/Town05_rear-end_sunset_201.mp4,synthetic_videos/annotations/Town05_rear-end_sunset_201.json.gz,rear-end,10.7,214,0.5763020833333333,0.5412037037037037,0.5375,0.4212962962962963,0.6151041666666667,0.6611111111111111,Town05,sunset,201,304,15.2,1080,1920,86
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_35.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_35.json.gz,rear-end,9.1,182,0.565625,0.5532407407407407,0.5067708333333333,0.5,0.6244791666666667,0.6064814814814815,Town07,sunset,35,261,13.05,1080,1920,56
synthetic_videos/videos/rear-end/Town05_rear-end_clear_240.mp4,synthetic_videos/annotations/Town05_rear-end_clear_240.json.gz,rear-end,10.9,218,0.64453125,0.474537037037037,0.6239583333333333,0.4472222222222222,0.6651041666666667,0.5018518518518519,Town05,clear,240,266,13.3,1080,1920,147
synthetic_videos/videos/rear-end/Town05_rear-end_sunset_140.mp4,synthetic_videos/annotations/Town05_rear-end_sunset_140.json.gz,rear-end,12.5,250,0.3838541666666666,0.2597222222222222,0.3744791666666666,0.2407407407407407,0.3932291666666667,0.2787037037037037,Town05,sunset,140,403,20.15,1080,1920,26
synthetic_videos/videos/rear-end/Town05_rear-end_clear_239.mp4,synthetic_videos/annotations/Town05_rear-end_clear_239.json.gz,rear-end,7.3,146,0.50703125,0.4314814814814814,0.4864583333333333,0.374074074074074,0.5276041666666667,0.4888888888888889,Town05,clear,239,222,11.1,1080,1920,175
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_41.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_41.json.gz,rear-end,8.6,172,0.3638020833333333,0.7148148148148148,0.2927083333333333,0.675,0.4348958333333333,0.7546296296296297,Town07,sunset,41,238,11.9,1080,1920,58
synthetic_videos/videos/rear-end/Town07_rear-end_sunset_56.mp4,synthetic_videos/annotations/Town07_rear-end_sunset_56.json.gz,rear-end,7.5,150,0.521875,0.6791666666666667,0.4604166666666666,0.6370370370370371,0.5833333333333334,0.7212962962962963,Town07,sunset,56,316,15.8,1080,1920,79
synthetic_videos/videos/rear-end/Town05_rear-end_sunset_104.mp4,synthetic_videos/annotations/Town05_rear-end_sunset_104.json.gz,rear-end,7.9,158,0.2299479166666666,0.3773148148148148,0.1598958333333333,0.3398148148148148,0.3,0.4148148148148148,Town05,sunset,104,311,15.55,1080,1920,81
synthetic_videos/videos/sideswipe/Town04_sideswipe_sunset_30.mp4,synthetic_videos/annotations/Town04_sideswipe_sunset_30.json.gz,sideswipe,11.4,228,0.4893229166666666,0.2310185185185185,0.4572916666666666,0.199074074074074,0.5213541666666667,0.2629629629629629,Town04,sunset,30,372,18.6,1080,1920,51
synthetic_videos/videos/sideswipe/Town06_sideswipe_sunset_34.mp4,synthetic_videos/annotations/Town06_sideswipe_sunset_34.json.gz,sideswipe,12.7,254,0.42109375,0.7444444444444445,0.378125,0.7064814814814815,0.4640625,0.7824074074074074,Town06,sunset,34,319,15.95,1080,1920,122
synthetic_videos/videos/sideswipe/Town04_sideswipe_sunset_40.mp4,synthetic_videos/annotations/Town04_sideswipe_sunset_40.json.gz,sideswipe,9.5,190,0.6575520833333334,0.5481481481481482,0.6192708333333333,0.5157407407407407,0.6958333333333333,0.5805555555555556,Town04,sunset,40,359,17.95,1080,1920,86
synthetic_videos/videos/sideswipe/Town04_sideswipe_sunset_01.mp4,synthetic_videos/annotations/Town04_sideswipe_sunset_01.json.gz,sideswipe,9.65,193,0.5411458333333333,0.1296296296296296,0.5072916666666667,0.0638888888888888,0.575,0.1953703703703703,Town04,sunset,1,400,20.0,1080,1920,86
synthetic_videos/videos/sideswipe/Town06_sideswipe_sunset_21.mp4,synthetic_videos/annotations/Town06_sideswipe_sunset_21.json.gz,sideswipe,13.5,270,0.528125,0.6666666666666666,0.49375,0.6055555555555555,0.5625,0.7277777777777777,Town06,sunset,21,321,16.05,1080,1920,114
synthetic_videos/videos/sideswipe/Town04_sideswipe_clear_17.mp4,synthetic_videos/annotations/Town04_sideswipe_clear_17.json.gz,sideswipe,8.55,171,0.35234375,0.225,0.3229166666666667,0.1657407407407407,0.3817708333333333,0.2842592592592592,Town04,clear,17,368,18.4,1080,1920,107
synthetic_videos/videos/sideswipe/Town05_sideswipe_sunset_45.mp4,synthetic_videos/annotations/Town05_sideswipe_sunset_45.json.gz,sideswipe,7.9,158,0.6359375,0.5194444444444445,0.5984375,0.4796296296296296,0.6734375,0.5592592592592592,Town05,sunset,45,339,16.95,1080,1920,67
synthetic_videos/videos/sideswipe/Town06_sideswipe_sunset_20.mp4,synthetic_videos/annotations/Town06_sideswipe_sunset_20.json.gz,sideswipe,15.0,300,0.4513020833333333,0.6037037037037037,0.421875,0.5638888888888889,0.4807291666666666,0.6435185185185185,Town06,sunset,20,344,17.2,1080,1920,72
synthetic_videos/videos/sideswipe/Town06_sideswipe_clear_33.mp4,synthetic_videos/annotations/Town06_sideswipe_clear_33.json.gz,sideswipe,14.05,281,0.3078125,0.5171296296296296,0.2708333333333333,0.4796296296296296,0.3447916666666666,0.5546296296296296,Town06,clear,33,350,17.5,1080,1920,92
synthetic_videos/videos/sideswipe/Town04_sideswipe_clear_00.mp4,synthetic_videos/annotations/Town04_sideswipe_clear_00.json.gz,sideswipe,9.25,185,0.5171875,0.0805555555555555,0.4802083333333333,0.0268518518518518,0.5541666666666667,0.1342592592592592,Town04,clear,0,312,15.6,1080,1920,91
synthetic_videos/videos/sideswipe/Town06_sideswipe_clear_31.mp4,synthetic_videos/annotations/Town06_sideswipe_clear_31.json.gz,sideswipe,11.0,220,0.5088541666666667,0.1819444444444444,0.4916666666666666,0.1509259259259259,0.5260416666666666,0.2129629629629629,Town06,clear,31,293,14.65,1080,1920,151
synthetic_videos/videos/sideswipe/Town06_sideswipe_clear_30.mp4,synthetic_videos/annotations/Town06_sideswipe_clear_30.json.gz,sideswipe,15.15,303,0.540625,0.3282407407407407,0.5192708333333333,0.3037037037037037,0.5619791666666667,0.3527777777777778,Town06,clear,30,357,17.85,1080,1920,69
synthetic_videos/videos/sideswipe/Town05_sideswipe_sunset_11.mp4,synthetic_videos/annotations/Town05_sideswipe_sunset_11.json.gz,sideswipe,6.9,138,0.5989583333333334,0.6685185185185185,0.5609375,0.600925925925926,0.6369791666666667,0.7361111111111112,Town05,sunset,11,405,20.25,1080,1920,87
synthetic_videos/videos/sideswipe/Town04_sideswipe_clear_05.mp4,synthetic_videos/annotations/Town04_sideswipe_clear_05.json.gz,sideswipe,10.65,213,0.30859375,0.35,0.2760416666666667,0.2527777777777777,0.3411458333333333,0.4472222222222222,Town04,clear,5,382,19.1,1080,1920,67
synthetic_videos/videos/sideswipe/Town06_sideswipe_clear_08.mp4,synthetic_videos/annotations/Town06_sideswipe_clear_08.json.gz,sideswipe,13.4,268,0.5786458333333333,0.5402777777777777,0.5541666666666667,0.4842592592592593,0.603125,0.5962962962962963,Town06,clear,8,343,17.15,1080,1920,97
synthetic_videos/videos/sideswipe/Town04_sideswipe_sunset_34.mp4,synthetic_videos/annotations/Town04_sideswipe_sunset_34.json.gz,sideswipe,10.4,208,0.2869791666666667,0.4449074074074074,0.2572916666666666,0.412962962962963,0.3166666666666666,0.4768518518518518,Town04,sunset,34,334,16.7,1080,1920,68
synthetic_videos/videos/sideswipe/Town05_sideswipe_sunset_20.mp4,synthetic_videos/annotations/Town05_sideswipe_sunset_20.json.gz,sideswipe,8.6,172,0.6356770833333333,0.4791666666666667,0.5713541666666667,0.4157407407407407,0.7,0.5425925925925926,Town05,sunset,20,452,22.6,1080,1920,64
synthetic_videos/videos/sideswipe/Town05_sideswipe_clear_46.mp4,synthetic_videos/annotations/Town05_sideswipe_clear_46.json.gz,sideswipe,6.65,133,0.5111979166666667,0.7032407407407407,0.4739583333333333,0.6657407407407407,0.5484375,0.7407407407407407,Town05,clear,46,271,13.55,1080,1920,94
synthetic_videos/videos/sideswipe/Town04_sideswipe_clear_30.mp4,synthetic_videos/annotations/Town04_sideswipe_clear_30.json.gz,sideswipe,11.15,223,0.4747395833333333,0.3013888888888889,0.4505208333333333,0.2712962962962963,0.4989583333333333,0.3314814814814815,Town04,clear,30,375,18.75,1080,1920,55
synthetic_videos/videos/sideswipe/Town04_sideswipe_clear_03.mp4,synthetic_videos/annotations/Town04_sideswipe_clear_03.json.gz,sideswipe,9.8,196,0.3033854166666667,0.1055555555555555,0.2630208333333333,0.0046296296296296,0.34375,0.2064814814814815,Town04,clear,3,329,16.45,1080,1920,87
synthetic_videos/videos/sideswipe/Town04_sideswipe_sunset_15.mp4,synthetic_videos/annotations/Town04_sideswipe_sunset_15.json.gz,sideswipe,10.15,203,0.4677083333333333,0.05,0.4296875,0.0037037037037037,0.5057291666666667,0.0962962962962963,Town04,sunset,15,358,17.9,1080,1920,73
synthetic_videos/videos/sideswipe/Town05_sideswipe_clear_31.mp4,synthetic_videos/annotations/Town05_sideswipe_clear_31.json.gz,sideswipe,7.05,141,0.49140625,0.7574074074074074,0.4432291666666667,0.7092592592592593,0.5395833333333333,0.8055555555555556,Town05,clear,31,404,20.2,1080,1920,92
synthetic_videos/videos/sideswipe/Town05_sideswipe_clear_17.mp4,synthetic_videos/annotations/Town05_sideswipe_clear_17.json.gz,sideswipe,7.2,144,0.3640625,0.8486111111111111,0.3203125,0.7518518518518519,0.4078125,0.9453703703703704,Town05,clear,17,374,18.7,1080,1920,95
synthetic_videos/videos/sideswipe/Town06_sideswipe_clear_37.mp4,synthetic_videos/annotations/Town06_sideswipe_clear_37.json.gz,sideswipe,15.75,315,0.446875,0.5027777777777778,0.421875,0.4537037037037037,0.471875,0.5518518518518518,Town06,clear,37,399,19.95,1080,1920,59
synthetic_videos/videos/sideswipe/Town04_sideswipe_sunset_19.mp4,synthetic_videos/annotations/Town04_sideswipe_sunset_19.json.gz,sideswipe,10.95,219,0.4416666666666666,0.2009259259259259,0.4026041666666666,0.1444444444444444,0.4807291666666666,0.2574074074074074,Town04,sunset,19,393,19.65,1080,1920,59
synthetic_videos/videos/t-bone/Town10HD_t-bone_clear_37.mp4,synthetic_videos/annotations/Town10HD_t-bone_clear_37.json.gz,t-bone,7.0,140,0.7177083333333333,0.6296296296296297,0.6359375,0.55,0.7994791666666666,0.7092592592592593,Town10HD,clear,37,443,22.15,1080,1920,36
synthetic_videos/videos/t-bone/Town10HD_t-bone_sunset_45.mp4,synthetic_videos/annotations/Town10HD_t-bone_sunset_45.json.gz,t-bone,6.0,120,0.3072916666666667,0.6787037037037037,0.2333333333333333,0.5546296296296296,0.38125,0.8027777777777778,Town10HD,sunset,45,435,21.75,1080,1920,59
synthetic_videos/videos/t-bone/Town03_t-bone_clear_15.mp4,synthetic_videos/annotations/Town03_t-bone_clear_15.json.gz,t-bone,6.5,130,0.7638020833333333,0.2504629629629629,0.7291666666666666,0.1787037037037037,0.7984375,0.3222222222222222,Town03,clear,15,445,22.25,1080,1920,43
synthetic_videos/videos/t-bone/Town10HD_t-bone_clear_07.mp4,synthetic_videos/annotations/Town10HD_t-bone_clear_07.json.gz,t-bone,7.1,142,0.5625,0.8611111111111112,0.4708333333333333,0.7231481481481481,0.6541666666666667,0.999074074074074,Town10HD,clear,7,404,20.2,1080,1920,39
synthetic_videos/videos/t-bone/Town10HD_t-bone_sunset_27.mp4,synthetic_videos/annotations/Town10HD_t-bone_sunset_27.json.gz,t-bone,6.4,128,0.5302083333333333,0.4546296296296296,0.4802083333333333,0.3879629629629629,0.5802083333333333,0.5212962962962963,Town10HD,sunset,27,404,20.2,1080,1920,59
synthetic_videos/videos/t-bone/Town03_t-bone_sunset_17.mp4,synthetic_videos/annotations/Town03_t-bone_sunset_17.json.gz,t-bone,6.8,136,0.5927083333333333,0.3574074074074074,0.5510416666666667,0.3222222222222222,0.634375,0.3925925925925926,Town03,sunset,17,357,17.85,1080,1920,42
synthetic_videos/videos/t-bone/Town10HD_t-bone_sunset_18.mp4,synthetic_videos/annotations/Town10HD_t-bone_sunset_18.json.gz,t-bone,7.95,159,0.2057291666666666,0.6430555555555556,0.1270833333333333,0.487962962962963,0.284375,0.7981481481481482,Town10HD,sunset,18,398,19.9,1080,1920,23
synthetic_videos/videos/t-bone/Town03_t-bone_sunset_24.mp4,synthetic_videos/annotations/Town03_t-bone_sunset_24.json.gz,t-bone,6.4,128,0.3908854166666666,0.5990740740740741,0.3432291666666666,0.524074074074074,0.4385416666666666,0.674074074074074,Town03,sunset,24,275,13.75,1080,1920,49
synthetic_videos/videos/t-bone/Town10HD_t-bone_clear_11.mp4,synthetic_videos/annotations/Town10HD_t-bone_clear_11.json.gz,t-bone,7.45,149,0.56171875,0.3125,0.5067708333333333,0.2148148148148148,0.6166666666666667,0.4101851851851852,Town10HD,clear,11,404,20.2,1080,1920,30
synthetic_videos/videos/t-bone/Town07_t-bone_clear_12.mp4,synthetic_videos/annotations/Town07_t-bone_clear_12.json.gz,t-bone,6.1,122,0.4200520833333333,0.513425925925926,0.3713541666666666,0.375,0.46875,0.6518518518518519,Town07,clear,12,285,14.25,1080,1920,26
synthetic_videos/videos/t-bone/Town03_t-bone_sunset_14.mp4,synthetic_videos/annotations/Town03_t-bone_sunset_14.json.gz,t-bone,6.1,122,0.7145833333333333,0.5847222222222223,0.684375,0.5092592592592593,0.7447916666666666,0.6601851851851852,Town03,sunset,14,332,16.6,1080,1920,53
synthetic_videos/videos/t-bone/Town10HD_t-bone_clear_29.mp4,synthetic_videos/annotations/Town10HD_t-bone_clear_29.json.gz,t-bone,7.0,140,0.4479166666666667,0.4055555555555555,0.3994791666666666,0.362962962962963,0.4963541666666666,0.4481481481481481,Town10HD,clear,29,361,18.05,1080,1920,39
synthetic_videos/videos/t-bone/Town10HD_t-bone_clear_09.mp4,synthetic_videos/annotations/Town10HD_t-bone_clear_09.json.gz,t-bone,7.5,150,0.69765625,0.8657407407407407,0.6395833333333333,0.7324074074074074,0.7557291666666667,0.999074074074074,Town10HD,clear,9,409,20.45,1080,1920,37
synthetic_videos/videos/t-bone/Town03_t-bone_clear_28.mp4,synthetic_videos/annotations/Town03_t-bone_clear_28.json.gz,t-bone,6.25,125,0.6901041666666666,0.8134259259259259,0.6385416666666667,0.7287037037037037,0.7416666666666667,0.8981481481481481,Town03,clear,28,392,19.6,1080,1920,48
synthetic_videos/videos/t-bone/Town10HD_t-bone_sunset_17.mp4,synthetic_videos/annotations/Town10HD_t-bone_sunset_17.json.gz,t-bone,7.75,155,0.4380208333333333,0.5574074074074075,0.3895833333333333,0.4722222222222222,0.4864583333333333,0.6425925925925926,Town10HD,sunset,17,386,19.3,1080,1920,31
synthetic_videos/videos/t-bone/Town03_t-bone_sunset_13.mp4,synthetic_videos/annotations/Town03_t-bone_sunset_13.json.gz,t-bone,6.1,122,0.71796875,0.899537037037037,0.6770833333333334,0.8314814814814815,0.7588541666666667,0.9675925925925926,Town03,sunset,13,378,18.9,1080,1920,52
synthetic_videos/videos/t-bone/Town07_t-bone_clear_30.mp4,synthetic_videos/annotations/Town07_t-bone_clear_30.json.gz,t-bone,6.1,122,0.2364583333333333,0.7574074074074074,0.1270833333333333,0.649074074074074,0.3458333333333333,0.8657407407407407,Town07,clear,30,234,11.7,1080,1920,29
